Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected
P5032,F1596,Delta,SEA,DEN,2023-10-20 05:11:21,167,On-time,1527,341.89,53,Male,Low,Business,Economy,1,None,Mobile App,6.7,8.0,81,0,0,Middle
P5033,F1146,Delta,ATL,ORD,2024-03-25 09:14:54,104,On-time,1335,294.93,25,Male,High,Business,Economy,1,None,Desk,8.1,0.0,22,0,0,Window
P5034,F890,Southwest,DFW,SFO,2023-08-09 14:57:54,218,On-time,1180,331.48,38,Female,High,Leisure,Economy,2,Gold,Mobile App,6.0,2.0,100,0,1,Aisle
P5035,F708,United,SEA,ORD,2024-09-08 09:00:38,206,Delayed,1454,512.13,26,Female,Medium,Business,Business,2,None,Airport Kiosk,8.4,32.0,1,0,0,Middle
P5036,F639,JetBlue,ORD,DEN,2023-07-31 06:27:35,125,On-time,608,322.12,25,Male,Low,Family,Premium Economy,0,Silver,Online,6.3,1.0,19,0,0,Aisle
P5037,F446,Southwest,ATL,DFW,2025-01-14 16:09:41,102,On-time,1476,362.25,30,Female,Low,Family,Economy,1,None,Desk,4.9,8.0,43,0,1,Aisle
P5038,F77,Delta,DFW,JFK,2024-03-02 00:49:29,137,On-time,703,375.07,64,Female,Low,Leisure,Economy,0,None,Online,5.3,10.0,109,0,0,Window
P5039,F326,JetBlue,DFW,DFW,2024-12-07 06:15:16,215,Delayed,898,296.18,68,Male,Low,Leisure,Economy,1,Platinum,Desk,7.3,2.0,54,0,0,Aisle
P5040,F653,Southwest,JFK,ORD,2024-04-05 20:47:03,91,On-time,1337,315.36,31,Female,High,Family,Premium Economy,2,Gold,Desk,6.8,12.0,95,0,0,Window
P5041,F827,Delta,ATL,DEN,2024-01-24 09:48:41,244,On-time,1104,389.31,38,Female,Medium,Family,Economy,0,None,Online,9.0,14.0,96,0,0,Window
P5042,F569,American Airlines,JFK,ATL,2023-10-30 04:50:30,218,Delayed,1435,249.85,72,Male,High,Leisure,Premium Economy,1,Silver,Online,7.5,2.0,20,0,0,Window
P5043,F21,American Airlines,JFK,ORD,2024-01-21 03:43:43,220,On-time,1918,339.23,31,Female,Low,Family,Business,1,Silver,Online,7.0,42.0,12,0,0,Aisle
P5044,F36,American Airlines,DFW,DFW,2024-03-02 17:33:02,168,On-time,1126,249.01,29,Male,Low,Business,Premium Economy,0,None,Mobile App,7.0,0.0,74,0,0,Aisle
P5045,F899,Southwest,ORD,SEA,2023-05-18 08:03:42,194,On-time,1359,250.88,77,Female,Medium,Business,Premium Economy,1,None,Desk,3.8,12.0,29,0,0,Window
P5046,F816,American Airlines,DFW,ATL,2023-12-29 04:51:11,257,On-time,1192,399.3,36,Female,Low,Emergency,Economy,1,Gold,Desk,9.0,8.0,16,0,0,Window
P5047,F51,United,LAX,ORD,2024-09-08 01:39:01,287,On-time,907,300.74,78,Male,Medium,Leisure,Business,0,None,Desk,7.0,5.0,67,0,0,Window
P5048,F1217,Southwest,ATL,JFK,2023-09-04 15:56:48,231,Delayed,984,206.5,18,Male,High,Emergency,Premium Economy,0,Silver,Mobile App,5.8,15.0,46,0,0,Aisle
P5049,F588,Delta,SFO,ORD,2023-08-20 14:35:00,253,Delayed,1445,378.88,19,Male,Low,Business,Economy,2,None,Online,9.9,2.0,62,0,0,Window
P5050,F72,Southwest,LAX,SFO,2023-07-25 14:53:57,71,Cancelled,1908,396.29,45,Female,Medium,Emergency,Economy,1,Silver,Airport Kiosk,9.0,5.0,12,0,0,Middle
P5051,F1062,Delta,LAX,LAX,2024-10-22 02:31:14,224,On-time,1219,164.16,77,Male,Low,Business,Economy,2,None,Airport Kiosk,5.2,14.0,65,0,0,Window
P5052,F1842,Southwest,JFK,ORD,2024-08-08 03:46:39,51,On-time,1175,286.06,71,Female,Medium,Leisure,Premium Economy,0,None,Desk,6.9,8.0,118,0,1,Window
P5053,F110,United,DFW,SEA,2024-03-02 18:28:47,119,On-time,1527,390.52,63,Female,Medium,Emergency,Premium Economy,1,Silver,Airport Kiosk,8.7,0.0,62,0,0,Middle
P5054,F694,JetBlue,DEN,SEA,2025-03-02 23:22:21,150,On-time,989,386.12,30,Female,High,Emergency,Business,1,None,Online,8.7,0.0,108,0,0,Middle
P5055,F1554,United,SFO,LAX,2024-07-12 14:19:56,210,On-time,1165,412.5,79,Male,Medium,Business,Economy,0,None,Airport Kiosk,4.8,8.0,10,0,0,Window
P5056,F1762,American Airlines,DFW,DFW,2023-11-27 17:47:45,122,On-time,846,261.73,29,Female,Medium,Leisure,Economy,2,None,Desk,8.3,3.0,41,0,0,Window
P5057,F1968,United,SFO,ORD,2025-03-26 10:55:30,265,On-time,1455,419.18,51,Female,Low,Leisure,Economy,2,Silver,Online,6.6,14.0,12,0,1,Aisle
P5058,F1676,Southwest,DFW,SEA,2023-09-18 00:30:15,164,On-time,1069,227.41,25,Female,Medium,Business,Economy,1,Gold,Online,8.2,7.0,51,0,0,Window
P5059,F1043,JetBlue,SEA,DFW,2024-02-11 18:03:59,247,On-time,917,337.69,30,Female,Medium,Emergency,Business,3,None,Desk,6.4,8.0,49,0,0,Window
P5060,F1457,Delta,SFO,ATL,2024-06-06 14:50:07,78,On-time,1203,381.1,73,Male,Low,Business,Economy,1,None,Airport Kiosk,6.8,5.0,30,0,1,Window
P5061,F1041,United,ATL,ATL,2024-08-24 04:51:38,198,On-time,1297,344.9,75,Female,Medium,Leisure,Economy,1,Silver,Airport Kiosk,8.2,4.0,31,1,0,Aisle
P5062,F712,American Airlines,JFK,JFK,2024-12-01 08:23:00,221,On-time,1335,518.11,32,Male,Low,Leisure,Premium Economy,1,Gold,Online,5.7,9.0,96,0,1,Aisle
P5063,F583,American Airlines,DEN,SFO,2023-09-30 22:04:35,228,On-time,880,433.41,64,Male,Medium,Leisure,Economy,1,Silver,Mobile App,7.8,28.0,101,0,0,Aisle
P5064,F855,JetBlue,ATL,ATL,2024-10-14 15:22:41,196,Delayed,1624,492.37,36,Male,High,Family,First,1,Gold,Mobile App,8.4,9.0,83,0,1,Aisle
P5065,F268,Southwest,DFW,SEA,2024-07-17 22:16:05,136,On-time,1238,511.2,36,Male,Medium,Business,Premium Economy,0,Silver,Desk,3.9,28.0,3,0,0,Window
P5066,F1898,American Airlines,DEN,DEN,2023-11-03 13:03:49,109,On-time,1610,226.28,24,Female,High,Business,Economy,1,None,Mobile App,5.0,24.0,71,0,0,Middle
P5067,F1145,American Airlines,JFK,SFO,2024-03-22 07:36:53,208,On-time,1344,313.84,41,Male,Low,Emergency,Business,0,None,Desk,5.3,14.0,53,0,0,Window
P5068,F972,American Airlines,DEN,DFW,2025-01-05 20:58:02,197,On-time,1059,325.45,18,Male,Medium,Emergency,Economy,1,Silver,Mobile App,7.2,0.0,114,0,0,Middle
P5069,F678,United,LAX,LAX,2025-01-25 03:20:00,173,On-time,1224,371.73,35,Female,Medium,Leisure,Business,2,Silver,Desk,9.9,11.0,110,0,0,Window
P5070,F422,United,SEA,ORD,2024-02-19 16:19:55,142,On-time,1243,374.99,49,Female,Medium,Emergency,Premium Economy,0,Silver,Online,6.7,2.0,78,0,0,Window
P5071,F813,Southwest,DFW,ORD,2023-10-10 06:59:26,162,On-time,483,411.26,54,Female,High,Family,Economy,1,Silver,Mobile App,5.3,16.0,115,0,0,Middle
P5072,F454,American Airlines,SFO,DEN,2023-11-14 02:53:50,92,Cancelled,1631,339.26,76,Female,Low,Leisure,Economy,0,Silver,Desk,7.3,3.0,51,0,0,Middle
P5073,F1879,American Airlines,JFK,DEN,2023-12-05 18:00:05,98,On-time,1011,264.5,62,Female,Medium,Family,Economy,0,Gold,Desk,7.3,4.0,45,0,0,Window
P5074,F447,JetBlue,SFO,ATL,2024-04-19 05:00:05,129,On-time,905,438.85,68,Male,Low,Family,Economy,1,None,Desk,8.0,12.0,10,0,0,Middle
P5075,F618,American Airlines,LAX,ORD,2023-06-17 13:39:28,139,On-time,1024,357.3,41,Male,Medium,Family,Economy,0,None,Mobile App,5.2,15.0,94,0,1,Window
P5076,F203,Delta,SFO,JFK,2024-04-03 16:17:18,56,Delayed,677,491.11,42,Male,Low,Leisure,Premium Economy,1,None,Mobile App,5.0,6.0,45,0,0,Middle
P5077,F1800,Delta,SFO,DFW,2024-04-05 11:08:52,241,Cancelled,473,210.19,70,Female,Medium,Leisure,Premium Economy,0,None,Desk,3.2,2.0,102,0,0,Middle
P5078,F1748,American Airlines,SFO,SFO,2024-03-09 03:42:51,189,On-time,718,332.48,30,Male,Low,Business,Economy,1,None,Online,5.4,12.0,14,0,0,Aisle
P5079,F287,Delta,SFO,SEA,2024-02-10 18:32:34,205,On-time,1403,162.1,45,Female,Medium,Leisure,Premium Economy,2,None,Online,7.3,0.0,68,0,0,Window
P5080,F269,Delta,DFW,ORD,2023-10-05 23:24:12,82,On-time,985,422.69,51,Male,Medium,Emergency,Premium Economy,0,Gold,Airport Kiosk,5.6,17.0,51,0,0,Window
P5081,F1262,American Airlines,DEN,JFK,2025-03-17 16:08:51,48,On-time,1118,430.63,76,Male,Medium,Family,Business,1,None,Mobile App,5.4,11.0,13,0,0,Window
P5082,F1038,Delta,LAX,DFW,2025-01-22 13:16:53,248,On-time,1662,689.74,62,Female,Medium,Leisure,Economy,0,Gold,Airport Kiosk,4.8,3.0,15,0,0,Window
P5083,F73,Southwest,ATL,ORD,2024-11-26 00:01:50,252,Delayed,1519,261.12,78,Female,High,Leisure,Premium Economy,0,None,Online,5.5,2.0,21,0,0,Window
P5084,F1149,American Airlines,ATL,JFK,2024-03-24 19:30:33,144,On-time,1190,295.25,52,Female,Medium,Family,Economy,0,None,Desk,7.9,2.0,99,0,0,Aisle
P5085,F1512,United,DEN,ATL,2023-08-06 09:46:33,94,On-time,1021,299.86,54,Male,High,Business,Economy,0,None,Mobile App,3.4,13.0,103,0,0,Middle
P5086,F1757,JetBlue,SEA,SFO,2024-03-28 06:07:21,231,Cancelled,670,509.59,60,Male,Medium,Business,Economy,1,Silver,Online,7.7,2.0,66,0,0,Middle
P5087,F1503,American Airlines,SEA,ORD,2023-07-07 00:32:10,183,On-time,1725,275.48,25,Female,High,Business,Economy,0,Silver,Online,7.9,3.0,97,0,0,Middle
P5088,F1871,United,ORD,SEA,2023-07-26 08:38:36,87,Delayed,1446,633.78,73,Male,High,Business,Premium Economy,0,Silver,Mobile App,6.2,2.0,67,0,1,Aisle
P5089,F275,Delta,SEA,ATL,2024-12-26 20:13:36,156,On-time,584,307.92,47,Female,Medium,Emergency,Business,1,None,Airport Kiosk,5.3,4.0,116,0,0,Middle
P5090,F580,American Airlines,SEA,LAX,2023-07-27 16:12:25,193,On-time,756,495.38,41,Female,Low,Emergency,Economy,1,Gold,Desk,5.7,8.0,85,0,0,Window
P5091,F1923,Southwest,DFW,DFW,2023-05-30 23:18:48,128,On-time,1395,379.26,49,Female,Low,Leisure,Premium Economy,0,Silver,Online,5.1,1.0,69,0,0,Window
P5092,F1203,United,SFO,SFO,2024-08-29 08:31:11,250,On-time,1504,318.07,43,Male,Medium,Business,Economy,0,None,Airport Kiosk,6.7,1.0,72,0,0,Window
P5093,F1939,Southwest,LAX,DFW,2024-09-22 11:06:58,163,On-time,1034,365.59,28,Male,High,Leisure,Economy,2,Platinum,Online,3.9,9.0,43,0,1,Aisle
P5094,F1533,Delta,DEN,DEN,2025-01-01 04:55:13,193,On-time,1721,395.32,41,Male,Medium,Business,Business,1,None,Desk,3.5,8.0,71,0,0,Aisle
P5095,F1497,Delta,ORD,SFO,2023-05-28 02:53:33,58,On-time,913,439.6,56,Female,Medium,Emergency,Economy,0,None,Desk,5.5,21.0,63,0,0,Middle
P5096,F176,Southwest,ATL,LAX,2024-02-06 05:26:49,121,On-time,1040,483.98,22,Female,Medium,Business,Economy,1,Silver,Desk,6.3,4.0,109,0,0,Window
P5097,F792,American Airlines,DFW,DFW,2025-02-08 12:12:30,78,Delayed,1478,477.76,20,Male,High,Business,Economy,2,None,Mobile App,6.5,5.0,59,0,0,Aisle
P5098,F802,United,ATL,ORD,2023-06-20 11:14:27,222,On-time,1181,267.37,26,Male,High,Leisure,Economy,1,Silver,Desk,8.1,1.0,111,0,0,Middle
P5099,F964,United,SEA,LAX,2023-08-22 10:44:56,315,On-time,1142,669.5,75,Male,Low,Emergency,First,1,Gold,Online,6.0,4.0,102,0,0,Window
P5100,F1743,Southwest,SEA,DFW,2024-07-06 14:56:51,177,On-time,718,366.69,54,Female,High,Emergency,Economy,2,Silver,Mobile App,5.1,0.0,111,0,0,Window
P5101,F1680,United,SFO,LAX,2024-08-19 07:35:57,153,On-time,1179,494.95,73,Female,Low,Business,Economy,0,Silver,Desk,7.2,17.0,114,0,1,Window
P5102,F180,JetBlue,ATL,ORD,2023-04-30 23:40:11,153,On-time,1286,555.4,24,Female,Medium,Family,Business,2,None,Online,6.2,5.0,66,0,0,Middle
P5103,F1054,Delta,ORD,LAX,2024-01-09 08:09:38,195,On-time,1446,313.36,39,Male,Medium,Emergency,Economy,1,Gold,Airport Kiosk,5.8,3.0,33,0,0,Middle
P5104,F1391,Delta,LAX,DEN,2023-09-18 11:55:04,169,On-time,1030,347.98,30,Female,Medium,Leisure,Economy,3,None,Desk,5.3,3.0,20,0,0,Window
P5105,F1139,JetBlue,DEN,SEA,2024-08-01 03:12:58,199,On-time,1541,299.63,65,Female,Medium,Leisure,Business,0,Silver,Mobile App,8.5,10.0,70,0,0,Aisle
P5106,F576,Delta,LAX,ORD,2024-08-18 09:50:59,206,On-time,1323,374.78,19,Male,High,Emergency,Economy,3,Platinum,Desk,6.0,2.0,101,0,0,Middle
P5107,F1089,United,SFO,JFK,2024-09-14 14:06:13,126,On-time,960,365.67,62,Male,Medium,Family,Economy,1,Gold,Airport Kiosk,8.7,16.0,14,0,0,Middle
P5108,F1336,Southwest,JFK,LAX,2024-01-06 08:04:08,263,Cancelled,1399,307.71,63,Male,Low,Business,Premium Economy,0,Platinum,Airport Kiosk,7.6,3.0,19,0,0,Middle
P5109,F1524,United,LAX,SEA,2024-11-16 20:49:12,119,On-time,1245,437.72,54,Male,High,Business,Premium Economy,0,Platinum,Desk,7.6,5.0,54,0,0,Window
P5110,F988,Southwest,SEA,ORD,2023-12-25 11:20:41,115,Cancelled,1232,492.52,28,Female,Medium,Family,Premium Economy,1,Platinum,Mobile App,8.9,9.0,3,0,0,Aisle
P5111,F1413,United,DFW,JFK,2024-03-27 09:45:09,140,On-time,1611,240.8,44,Male,Low,Business,Premium Economy,3,None,Airport Kiosk,6.2,11.0,43,0,0,Window
P5112,F1524,United,JFK,DFW,2025-01-06 15:05:06,219,On-time,1560,327.37,28,Female,Low,Family,Economy,0,Silver,Mobile App,6.6,6.0,118,0,0,Window
P5113,F454,JetBlue,DFW,ORD,2023-10-07 05:38:14,122,On-time,1268,425.34,32,Male,High,Leisure,Economy,0,None,Mobile App,7.4,28.0,107,0,0,Middle
P5114,F915,JetBlue,SEA,LAX,2024-07-06 21:23:36,248,On-time,1598,322.33,59,Female,Low,Business,Economy,1,Silver,Airport Kiosk,7.9,1.0,41,0,0,Middle
P5115,F587,United,LAX,JFK,2023-07-15 11:11:18,251,On-time,1977,346.72,59,Male,Medium,Leisure,Premium Economy,1,None,Mobile App,5.7,9.0,71,0,0,Middle
P5116,F924,Delta,DEN,SEA,2024-01-03 06:50:22,120,On-time,1633,293.28,40,Male,Low,Leisure,Premium Economy,0,None,Mobile App,6.2,16.0,87,1,0,Aisle
P5117,F1903,Southwest,JFK,DFW,2024-07-13 03:07:22,108,On-time,1463,323.95,21,Male,Medium,Business,Premium Economy,0,Gold,Airport Kiosk,8.3,3.0,42,0,0,Aisle
P5118,F1666,United,SFO,JFK,2023-10-26 18:05:25,260,On-time,1406,317.51,33,Male,Medium,Emergency,Economy,1,Platinum,Desk,4.7,2.0,72,1,0,Aisle
P5119,F1316,Southwest,SEA,DFW,2024-09-12 23:51:49,162,Delayed,1319,316.89,18,Female,High,Emergency,First,2,None,Airport Kiosk,5.7,5.0,71,0,0,Window
P5120,F1285,Southwest,DEN,JFK,2023-09-09 20:27:07,89,Delayed,1185,434.06,61,Female,High,Emergency,Economy,0,Gold,Desk,4.3,16.0,85,0,0,Window
P5121,F917,American Airlines,SEA,SEA,2024-07-29 13:16:30,304,On-time,710,229.1,24,Female,High,Leisure,Premium Economy,1,None,Online,6.4,36.0,65,0,0,Aisle
P5122,F146,American Airlines,DEN,ATL,2024-05-14 05:03:55,270,Delayed,1547,458.78,23,Male,Medium,Emergency,Economy,1,None,Online,8.1,2.0,66,1,0,Aisle
P5123,F1560,JetBlue,SFO,ATL,2024-08-12 20:21:33,253,On-time,1139,337.07,30,Female,Low,Leisure,Economy,1,Gold,Mobile App,7.0,20.0,9,0,1,Middle
P5124,F599,American Airlines,ORD,DEN,2024-11-09 01:26:42,159,On-time,1065,346.83,58,Male,Low,Business,Economy,2,Silver,Online,6.3,9.0,67,0,0,Middle
P5125,F1955,American Airlines,ATL,ORD,2023-07-28 13:58:20,289,On-time,939,247.14,35,Male,High,Emergency,Economy,3,Silver,Desk,8.6,20.0,20,0,0,Middle
P5126,F1740,JetBlue,DEN,ATL,2024-04-02 11:54:07,275,On-time,1576,467.85,65,Female,Medium,Emergency,Economy,1,None,Desk,4.6,5.0,11,0,0,Aisle
P5127,F311,Southwest,ATL,LAX,2024-03-14 11:35:53,156,On-time,785,375.94,60,Female,Medium,Family,Premium Economy,0,Silver,Airport Kiosk,5.8,24.0,80,0,0,Middle
P5128,F8,JetBlue,SEA,JFK,2023-09-13 11:54:00,183,On-time,465,511.62,69,Female,Low,Family,Economy,1,Gold,Online,6.6,27.0,85,0,0,Aisle
P5129,F746,JetBlue,SEA,ATL,2024-03-01 13:18:42,198,Cancelled,1389,405.6,60,Male,Medium,Emergency,Business,0,Gold,Desk,8.4,2.0,82,0,1,Middle
P5130,F1787,Delta,SFO,JFK,2023-09-18 22:54:09,168,On-time,1011,393.6,39,Female,Medium,Emergency,Premium Economy,0,Gold,Mobile App,5.2,15.0,116,0,0,Aisle
P5131,F1878,Southwest,SFO,ATL,2025-03-19 02:48:47,224,On-time,1464,45.67,73,Male,Low,Leisure,Economy,2,Gold,Airport Kiosk,6.6,15.0,81,0,0,Window
P5132,F398,American Airlines,LAX,JFK,2023-09-08 05:57:35,85,Delayed,1743,343.79,35,Male,Low,Emergency,Premium Economy,1,Platinum,Mobile App,8.1,9.0,106,0,0,Window
P5133,F1410,Southwest,LAX,DFW,2024-07-09 23:36:21,245,On-time,1366,379.7,70,Male,Low,Emergency,Economy,1,Gold,Online,6.9,19.0,63,0,1,Middle
P5134,F911,United,ATL,DFW,2024-08-18 14:19:01,210,On-time,1596,406.71,49,Male,Medium,Family,Economy,0,None,Online,8.6,8.0,24,0,0,Middle
P5135,F803,JetBlue,ORD,DFW,2025-01-22 21:22:33,191,On-time,1148,237.11,75,Male,Medium,Family,Economy,4,None,Mobile App,8.6,2.0,83,0,0,Aisle
P5136,F516,JetBlue,ATL,JFK,2024-07-13 17:22:47,145,On-time,1318,388.64,70,Male,High,Emergency,Economy,0,Silver,Airport Kiosk,8.5,4.0,66,0,0,Aisle
P5137,F544,United,ORD,LAX,2024-03-23 21:55:37,186,On-time,1647,218.82,20,Male,Medium,Leisure,Premium Economy,1,Gold,Desk,5.1,5.0,22,0,0,Aisle
P5138,F491,JetBlue,JFK,SEA,2023-12-23 13:11:56,151,On-time,700,395.33,51,Male,Medium,Emergency,Economy,0,None,Desk,7.8,2.0,14,0,0,Aisle
P5139,F646,Delta,JFK,DEN,2024-10-23 03:27:05,375,On-time,1085,352.96,64,Female,High,Leisure,Economy,1,Silver,Airport Kiosk,5.6,13.0,53,0,0,Middle
P5140,F1660,Southwest,SEA,LAX,2024-06-29 03:10:44,258,On-time,1026,203.68,64,Female,Medium,Business,Economy,0,None,Mobile App,8.5,10.0,12,0,1,Middle
P5141,F1662,Southwest,LAX,DFW,2023-11-23 19:19:03,165,On-time,1409,443.63,25,Male,Low,Family,Economy,0,Silver,Mobile App,3.8,7.0,116,0,0,Aisle
P5142,F914,Southwest,SFO,SFO,2025-03-29 19:28:33,114,On-time,1437,359.74,57,Female,High,Leisure,Premium Economy,0,Silver,Mobile App,7.9,4.0,11,0,1,Middle
P5143,F715,JetBlue,JFK,ATL,2023-06-16 22:16:33,167,On-time,939,490.6,47,Female,High,Family,Business,0,None,Desk,6.2,7.0,66,0,0,Middle
P5144,F200,Southwest,LAX,DEN,2024-12-13 18:44:24,96,On-time,1099,502.7,52,Male,Low,Leisure,Economy,1,Platinum,Desk,9.4,4.0,102,0,0,Window
P5145,F1109,Southwest,DFW,SFO,2024-06-01 22:28:55,208,On-time,1174,605.55,60,Female,Medium,Leisure,Economy,1,None,Airport Kiosk,6.1,6.0,81,0,0,Window
P5146,F1886,American Airlines,DEN,ATL,2024-06-06 13:03:50,215,On-time,1348,294.78,35,Female,High,Leisure,Premium Economy,3,Platinum,Desk,9.5,16.0,4,1,0,Window
P5147,F1178,American Airlines,ORD,ORD,2024-08-18 00:30:27,145,Cancelled,794,273.22,37,Female,Medium,Family,Business,0,None,Mobile App,7.0,23.0,15,0,0,Window
P5148,F1575,American Airlines,JFK,DFW,2023-09-05 15:52:45,168,On-time,1022,339.54,60,Male,Medium,Family,Premium Economy,0,Gold,Online,6.0,0.0,15,0,0,Middle
P5149,F1484,United,ATL,DEN,2024-10-05 19:40:53,104,On-time,1416,437.91,73,Male,Low,Business,Economy,0,Gold,Airport Kiosk,7.5,29.0,114,0,0,Window
P5150,F493,Delta,SFO,DFW,2025-01-30 11:17:02,119,Cancelled,1392,592.43,54,Female,Low,Family,Economy,2,Silver,Airport Kiosk,9.2,10.0,81,0,0,Window
P5151,F1600,JetBlue,ATL,DEN,2024-02-15 20:11:13,107,On-time,842,453.36,48,Female,Medium,Business,Premium Economy,1,None,Online,10.0,10.0,82,0,0,Middle
P5152,F102,Southwest,SEA,SEA,2025-03-17 18:04:24,85,On-time,1242,264.69,54,Male,Low,Emergency,Economy,1,Silver,Airport Kiosk,7.6,0.0,62,0,1,Aisle
P5153,F1773,Delta,SFO,DEN,2024-12-31 10:34:40,79,On-time,878,487.36,38,Female,Low,Leisure,Economy,2,Silver,Desk,7.3,10.0,58,1,0,Window
P5154,F452,Delta,SFO,SEA,2024-05-11 00:34:14,77,On-time,1650,241.44,48,Male,Medium,Business,Business,1,None,Desk,6.7,9.0,95,0,0,Aisle
P5155,F1721,Southwest,JFK,JFK,2025-02-15 15:47:32,200,On-time,1697,359.32,29,Male,Medium,Business,Premium Economy,2,None,Online,6.6,5.0,26,0,0,Aisle
P5156,F724,JetBlue,LAX,ORD,2023-06-07 00:17:40,203,On-time,978,344.91,48,Female,Low,Business,Premium Economy,1,Gold,Online,4.7,5.0,6,0,1,Middle
P5157,F610,American Airlines,ORD,ATL,2023-07-11 15:27:42,166,On-time,1043,383.67,47,Male,Medium,Business,Economy,1,Silver,Mobile App,6.5,34.0,32,0,0,Middle
P5158,F615,JetBlue,DFW,SFO,2024-09-24 18:27:14,327,On-time,1351,264.49,45,Male,Low,Emergency,First,3,Platinum,Airport Kiosk,9.7,4.0,53,0,0,Middle
P5159,F1184,Delta,JFK,ATL,2024-06-26 19:54:08,182,On-time,641,484.02,71,Male,Low,Emergency,Premium Economy,0,None,Desk,8.2,12.0,52,0,0,Aisle
P5160,F1541,JetBlue,ORD,DFW,2023-06-25 08:54:50,262,On-time,1699,436.16,72,Female,Medium,Leisure,Economy,1,None,Desk,8.1,2.0,70,0,0,Aisle
P5161,F1917,Delta,JFK,LAX,2023-05-18 13:48:07,213,On-time,1114,475.44,21,Female,Low,Business,Economy,1,None,Airport Kiosk,7.4,2.0,45,0,0,Window
P5162,F287,JetBlue,ATL,DFW,2024-05-03 21:02:13,258,On-time,1484,294.06,72,Female,Medium,Family,Economy,2,Platinum,Online,7.5,8.0,80,0,0,Window
P5163,F1546,Delta,ATL,JFK,2023-04-28 20:46:17,189,On-time,1295,311.1,59,Female,Low,Leisure,Economy,3,Silver,Desk,6.8,2.0,46,0,0,Aisle
P5164,F1415,JetBlue,DEN,ORD,2024-03-26 01:56:57,262,On-time,1021,439.46,65,Female,Medium,Leisure,Economy,0,Gold,Online,9.0,10.0,59,0,0,Window
P5165,F427,Southwest,SEA,JFK,2025-03-30 04:10:04,248,On-time,1269,408.18,41,Male,Low,Business,Economy,3,None,Online,9.8,0.0,46,0,0,Aisle
P5166,F122,Southwest,DEN,LAX,2023-06-22 08:03:57,165,On-time,1492,252.84,66,Female,Medium,Business,Economy,0,None,Online,7.7,18.0,92,0,0,Window
P5167,F146,Delta,DFW,ORD,2025-01-21 04:58:40,122,On-time,1157,465.88,77,Female,Low,Emergency,Premium Economy,0,Platinum,Desk,6.6,9.0,116,0,0,Middle
P5168,F1127,American Airlines,SEA,JFK,2025-04-08 01:53:30,80,On-time,1547,634.37,66,Female,Medium,Emergency,Economy,4,Silver,Desk,4.0,15.0,25,0,0,Middle
P5169,F1291,JetBlue,ORD,SEA,2023-04-25 09:03:04,181,On-time,1033,645.47,19,Male,Medium,Business,Premium Economy,1,None,Airport Kiosk,7.0,24.0,21,0,0,Aisle
P5170,F1313,Southwest,LAX,DEN,2025-04-10 15:15:11,175,On-time,704,415.45,33,Male,High,Family,Economy,1,None,Online,6.4,10.0,29,0,0,Middle
P5171,F1716,United,DFW,SFO,2023-12-23 08:03:12,168,On-time,1281,227.77,24,Male,Medium,Family,Economy,2,None,Airport Kiosk,6.3,1.0,100,0,0,Window
P5172,F543,Southwest,ORD,JFK,2024-03-01 03:41:38,184,On-time,1187,291.77,54,Female,Medium,Family,Business,1,Gold,Desk,6.4,6.0,89,0,0,Middle
P5173,F989,Southwest,ORD,LAX,2023-05-23 13:47:52,156,On-time,660,435.95,68,Male,Low,Family,Premium Economy,2,Silver,Online,7.4,9.0,28,0,0,Aisle
P5174,F529,United,ORD,ATL,2023-11-17 21:04:03,214,Delayed,859,160.67,33,Male,High,Family,Economy,0,Gold,Desk,6.4,2.0,29,0,0,Aisle
P5175,F1530,American Airlines,ATL,SFO,2024-11-18 11:35:22,125,On-time,696,424.16,39,Male,High,Emergency,Business,3,Gold,Desk,7.7,24.0,117,0,0,Window
P5176,F119,Southwest,LAX,JFK,2023-05-25 04:46:15,172,Cancelled,969,454.11,76,Female,High,Family,Economy,0,None,Online,6.4,8.0,11,0,0,Middle
P5177,F1796,Delta,DEN,LAX,2025-04-14 08:25:00,100,On-time,1348,341.9,53,Female,High,Emergency,Economy,2,None,Mobile App,7.4,11.0,93,0,1,Aisle
P5178,F615,JetBlue,DEN,LAX,2024-02-19 12:22:46,272,On-time,1888,384.56,47,Female,Low,Business,Economy,4,None,Mobile App,9.6,8.0,118,0,0,Window
P5179,F330,JetBlue,SFO,SEA,2023-07-21 00:50:50,220,On-time,1478,417.59,64,Male,Low,Business,Business,2,Gold,Desk,5.3,5.0,63,0,0,Middle
P5180,F1894,United,DFW,SFO,2023-09-15 21:53:21,190,On-time,955,437.24,69,Male,Medium,Emergency,Economy,1,Silver,Online,9.2,2.0,77,0,0,Middle
P5181,F1290,United,ATL,JFK,2024-07-20 17:16:25,145,On-time,880,214.49,37,Female,Medium,Family,Economy,0,None,Mobile App,6.2,7.0,37,0,0,Middle
P5182,F1744,United,JFK,DFW,2023-06-26 21:02:50,156,On-time,1298,335.52,30,Male,Low,Leisure,Economy,1,Silver,Mobile App,6.0,1.0,64,0,0,Window
